pdb_id,pH,temp
1HZW,7.4,295.0
1HZZ,6.5,291.0
1I00,7.4,293.0
1I05,5.8,298.0
1I06,5.8,298.0
1I08,8.0,298.0
1I0E,8.0,291.0
1I0Z,7.5,291.0
1I10,7.5,291.0
1I12,5.1,293.0
1I19,5.2,290.0
1I1A,5.4,298.0
1I1C,6.4,298.0
1I1D,5.1,293.0
1I1E,6.0,291.0
1I1G,6.0,290.0
1I1I,6.5,277.0
1I1K,7.5,293.0
1I1L,7.5,293.0
1I1M,7.5,293.0
1I1N,6.5,277.0
1I1O,7.3,293.0
1I1R,6.5,293.0
1I1W,7.2,293.0
1I1X,7.2,293.0
1I1Z,6.0,277.0
1I20,6.0,277.0
1I21,5.1,293.0
1I22,6.0,298.0
1I24,6.5,293.0
1I27,6.4,282.0
1I29,6.8,298.15
1I2B,6.5,293.0
1I2C,6.5,293.0
1I2D,8.0,277.0
1I2H,6.5,293.0
1I2K,6.0,298.0
1I2L,6.0,298.0
1I2M,6.5,293.0
1I2S,5.0,293.0
1I2T,6.0,277.0
1I2W,5.0,293.0
1I32,7.25,298.0
1I33,7.25,298.0
1I36,6.5,298.0
1I37,7.5,297.0
1I38,7.5,297.0
1I3G,6.5,293.0
1I3H,5.0,298.0
1I3J,6.5,283.0
1I3K,6.0,278.0
1I3L,6.0,276.0
1I3M,6.0,276.0
1I3N,6.0,276.0
1I3O,5.2,295.0
1I3Q,6.0,298.0
1I3R,8.0,298.0
1I3S,6.0,298.0
1I3U,5.5,290.0
1I3V,5.5,290.0
1I3Z,5.5,295.0
1I40,5.0,298.0
1I41,6.5,291.0
1I43,6.5,291.0
1I44,7.5,293.0
1I45,6.8,293.0
1I48,6.5,291.0
1I49,7.5,277.0
1I4A,5.0,298.0
1I4G,6.0,298.0
1I4H,6.0,298.0
1I4M,8.0,293.0
1I4N,6.0,277.0
1I4P,5.5,298.0
1I4W,6.5,291.0
1I4X,8.0,291.0
1I4Y,7.5,281.65
1I4Z,7.5,281.0
1I51,8.0,293.0
1I53,8.0,295.0
1I54,6.0,298.0
1I55,6.0,298.0
1I57,7.0,284.0
1I58,5.0,293.0
1I59,5.0,293.0
1I5A,5.0,293.0
1I5B,5.0,293.0
1I5C,5.0,293.0
1I5E,7.5,293.0
1I5F,5.6,277.0
1I5G,6.9,292.0
1I5I,7.0,295.0
1I5K,6.0,298.0
1I5N,5.0,285.0
1I5O,5.7,293.0
1I5P,7.0,298.0
1I5R,7.5,292.0
1I5Y,5.2,298.0
1I5Z,7.8,298.0
1I6I,6.5,296.0
1I6J,6.5,277.0
1I6O,6.5,293.0
1I6P,6.3,293.0
1I6Q,8.0,277.0
1I6T,5.0,298.0
1I6U,6.5,277.0
1I6V,8.0,298.0
1I6X,7.8,298.0
1I70,7.0,293.0
1I71,5.5,298.0
1I72,8.0,291.0
1I73,6.0,291.0
1I74,7.2,298.0
1I75,5.6,298.0
1I76,6.0,291.0
1I78,5.5,277.0
1I79,8.0,291.0
1I7A,7.5,293.0
1I7B,8.0,291.0
1I7C,8.0,291.0
1I7D,5.5,295.0
1I7E,7.5,293.0
1I7F,7.5,298.0
1I7G,6.8,293.0
1I7I,7.5,293.0
1I7K,7.0,293.0
1I7L,7.8,294.0
1I7M,8.0,291.0
1I7N,7.8,294.0
1I7O,8.0,291.0
1I7P,7.5,293.0
1I7R,6.5,298.0
1I7T,6.5,298.0
1I7U,6.5,298.0
1I7W,8.0,293.0
1I7X,7.5,293.0
1I7Y,8.0,290.0
1I80,8.0,298.0
1I83,6.5,280.0
1I84,7.5,277.0
1I85,7.0,298.0
1I86,6.5,277.0
1I88,6.5,277.0
1I89,6.5,277.0
1I8B,6.5,277.0
1I8D,7.5,295.0
1I8I,7.0,293.0
1I8K,7.0,293.0
1I8L,6.3,298.0
1I8M,5.0,295.0
1I8Q,6.0,298.0
1I8T,7.6,298.0
1I8V,7.0,293.0
1I8Z,8.0,277.0
1I90,8.0,277.0
1I91,8.0,277.0
1I94,7.8,291.0
1I95,7.8,291.0
1I96,7.8,291.0
1I97,7.8,291.0
1I9A,6.5,293.0
1I9B,7.0,295.0
1I9E,7.5,295.0
1I9H,7.5,293.0
1I9I,5.6,298.0
1I9L,8.0,277.0
1I9M,8.0,277.0
1I9N,8.0,277.0
1I9O,8.0,277.0
1I9P,8.0,277.0
1I9Q,8.0,277.0
1I9R,6.5,298.0
1I9S,6.5,283.0
1I9T,6.5,283.0
1I9W,8.0,294.0
1I9Y,8.0,277.0
1I9Z,8.0,277.0
1IA0,6.8,296.0
1IA1,6.5,277.0
1IA2,6.5,277.0
1IA3,6.5,277.0
1IA4,6.5,277.0
1IA6,7.5,290.0
1IA7,7.5,290.0
1IA8,6.8,286.0
1IA9,7.5,293.0
1IAH,7.5,293.0
1IAJ,7.0,293.0
1IAQ,7.5,293.0
1IAS,5.8,277.0
1IAW,5.6,296.0
1IAX,6.0,296.0
1IAY,5.6,296.0
1IB0,7.5,293.0
1IB1,7.5,277.0
1IB2,5.6,277.0
1IB6,6.0,291.0
1IBJ,6.0,294.0
1IBK,6.5,277.0
1IBL,6.5,277.0
1IBM,6.5,277.0
1IBQ,6.5,277.0
1IBS,7.5,298.0
1IBY,7.5,296.0
1IBZ,7.5,296.0
1IC0,7.5,296.0
1IC2,7.6,277.0
1IC4,7.6,293.0
1IC5,7.6,293.0
1IC6,6.5,295.0
1IC7,7.6,293.0
1ICC,6.5,278.0
1ICI,6.0,289.0
1ICP,7.5,291.0
1ICQ,7.5,291.0
1ICS,7.5,291.0
1ICX,8.0,292.0
1ID0,6.5,277.0
1ID1,8.0,293.0
1ID3,6.0,292.0
1ID4,6.0,294.0
1ID5,5.0,298.0
1IDP,8.0,293.0
1IDQ,8.0,294.0
1IDU,8.0,294.0
1IE0,8.0,298.0
1IE3,6.5,297.0
1IE4,5.0,293.0
1IE7,6.3,293.0
1IE8,6.0,277.0
1IE9,6.0,277.0
1IEC,6.0,294.0
1IED,6.0,294.0
1IEF,6.0,294.0
1IEG,6.0,294.0
1IEI,5.0,293.0
1IEJ,5.9,293.0
1IEP,6.5,277.0
1IEQ,7.0,277.0
1IEV,7.0,277.0
1IEW,7.0,277.0
1IEX,7.0,277.0
1IF4,8.0,277.0
1IF5,8.0,277.0
1IF6,8.0,277.0
1IF7,8.0,277.0
1IF8,8.0,277.0
1IF9,8.0,277.0
1IFG,8.0,298.0
1IFQ,5.25,277.0
1IFR,8.0,298.0
1IFV,7.5,292.0
1IFX,5.2,298.0
1IG0,5.1,295.0
1IG3,7.1,298.0
1IG5,6.4,298.0
1IG8,7.5,298.0
1IG9,6.25,289.0
1IGO,6.5,295.0
1IGT,8.0,291.0
1IGV,5.6,295.0
1IGW,7.0,290.0
1IGX,6.5,293.0
1IGZ,6.5,293.0
1IH7,5.6,285.0
1IH8,7.5,295.0
1IHC,5.6,293.0
1IHD,7.5,292.0
1IHG,6.1,277.0
1IHI,6.0,295.0
1IHN,6.2,298.0
1IHO,8.0,298.0
1IHR,7.5,295.0
1IHX,6.1,298.0
1IHY,6.1,298.0
1IHZ,8.0,277.0
1II2,7.0,291.0
1II3,8.0,277.0
1II4,7.5,298.0
1II6,5.6,277.0
1II8,6.2,300.0
1IIC,6.4,293.0
1IID,6.2,293.0
1III,5.0,298.0
1IIK,5.0,298.0
1IIL,7.5,298.0
1IIN,7.0,298.0
1IIP,8.0,277.0
1IIR,6.5,298.0
1IIU,7.0,293.0
1IJ0,7.0,297.0
1IJ1,6.0,298.0
1IJ2,7.0,298.0
1IJ3,6.5,298.0
1IJ5,7.6,298.0
1IJ6,7.6,298.0
1IJ8,5.8,293.0
1IJ9,7.5,293.0
1IJB,5.6,293.0
1IJG,8.0,298.0
1IJH,5.2,290.0
1IJJ,6.8,298.0
1IJK,5.6,293.0
1IJL,7.5,291.0
1IJN,5.0,298.0
1IJQ,7.5,298.0
1IJT,7.5,298.0
1IJX,6.6,293.0
1IJY,7.3,293.0
1IK3,5.3,296.0
1IK4,6.5,298.0
1IK6,7.5,291.0
1IK7,8.0,277.0
1IK9,6.0,291.0
1IKE,5.6,295.0
1IKI,6.8,293.0
1IKJ,5.6,295.0
1IKP,8.0,281.0
1IKQ,8.0,281.0
1IKT,5.6,277.0
1IKV,7.2,295.0
1IKW,7.2,295.0
1IKX,7.2,295.0
1IKY,7.2,294.0
1IL0,6.5,291.0
1IL1,5.5,296.0
1IL2,6.7,277.0
1ILD,6.0,293.0
1ILG,7.2,298.0
1ILH,7.2,298.0
1ILX,7.0,300.0
1ILZ,6.1,293.0
1IM0,6.1,293.0
1IM2,7.3,291.0
1IM3,7.75,291.0
1IM4,8.0,277.0
1IM8,7.0,295.0
1IM9,6.5,277.0
1IMH,6.5,298.0
1IMJ,7.5,298.0
1IMV,6.2,293.0
1IMX,6.5,293.0
1IN0,6.0,295.0
1INI,6.5,279.0
1INJ,6.5,279.0
1INN,6.5,277.0
1INQ,7.0,290.0
1IO0,6.5,295.0
1IO1,7.8,289.0
1IO2,6.5,293.0
1IO4,5.6,297.0
1IO5,7.0,291.0
1IO7,5.6,298.0
1IO8,5.6,298.0
1IO9,5.6,298.0
1IOD,7.9,293.0
1IOE,7.2,293.0
1IOM,7.5,293.0
1IOO,6.5,293.0
1IOZ,6.5,277.0
1IP3,6.5,283.0
1IPA,6.5,293.0
1IPE,7.5,289.0
1IPF,7.5,289.0
1IPI,7.0,297.0
1IPK,5.5,277.0
1IQ0,7.0,293.0
1IQ1,6.5,291.0
1IQ4,8.0,291.0
1IQ5,5.0,293.0
1IQ6,6.0,298.0
1IQ8,7.5,293.0
1IQA,7.5,295.0
1IQB,6.5,298.0
1IQD,7.0,298.0
1IQE,7.2,293.0
1IQF,7.2,293.0
1IQG,7.2,293.0
1IQH,7.2,293.0
1IQI,7.2,293.0
1IQJ,7.2,293.0
1IQK,7.2,293.0
1IQL,7.2,293.0
1IQM,7.2,293.0
1IQN,7.2,293.0
1IQQ,7.0,293.0
1IQV,7.0,293.0
1IQX,6.8,288.0
1IQY,6.8,288.0
1IQZ,6.5,277.0
1IR0,6.5,277.0
1IR1,7.9,293.0
1IR2,8.0,293.0
1IR6,5.8,293.0
1IRD,6.7,298.0
1IRE,7.5,278.0
1IRI,6.5,293.0
1IRJ,8.0,293.0
1IRM,8.0,277.0
1IRU,6.5,293.0
1IRX,7.5,293.0
1IS0,8.0,295.0
1IS1,6.2,277.0
1IS2,7.4,293.0
1IS3,6.5,291.0
1IS4,6.5,291.0
1IS5,6.5,291.0
1IS6,6.5,291.0
1IS7,7.5,283.0
1IS8,7.5,283.0
1ISE,5.8,277.0
1ISF,5.0,293.0
1ISN,7.0,277.0
1ISQ,5.5,293.0
1ISR,7.5,293.0
1IST,8.0,293.0
1ISV,5.7,298.0
1ISW,5.7,298.0
1ISX,5.7,298.0
1ISY,5.7,298.0
1ISZ,5.7,298.0
1IT0,5.7,298.0
1IT2,6.5,298.0
1IT3,6.5,298.0
1IT6,7.8,293.0
1IT7,7.5,293.0
1IT8,7.5,293.0
1ITK,8.0,293.0
1ITQ,5.6,283.0
1ITU,7.6,283.0
1ITV,7.5,291.0
1ITW,7.0,293.0
1ITX,5.3,293.0
1ITZ,7.5,295.0
1IU1,7.0,277.0
1IU3,7.5,293.0
1IU4,5.0,293.0
1IU7,6.8,293.0
1IU8,7.4,277.0
1IU9,6.5,293.2
1IUB,7.2,293.0
1IUC,7.2,293.0
1IUE,6.5,277.0
1IUQ,5.6,277.0
1IV1,6.5,298.0
1IV2,6.5,298.0
1IV3,6.5,298.0
1IV4,6.5,298.0
1IV5,5.0,293.0
1IV7,7.2,277.0
1IV9,7.3,277.0
1IVI,7.0,298.0
1IVJ,7.0,293.0
1IVN,6.5,298.0
1IVS,6.5,277.0
1IVU,6.8,293.0
1IVV,6.8,293.0
1IVW,6.8,293.0
1IVX,6.8,293.0
1IW6,5.2,293.0
1IW7,5.8,293.0
1IW9,5.2,293.0
1IWB,8.0,278.0
1IWE,7.0,296.0
1IWG,6.1,298.0
1IWH,6.8,298.0
1IWI,6.0,293.0
1IWJ,6.0,293.0
1IWK,6.0,293.0
1IWL,6.5,277.0
1IWO,6.1,283.0
1IWP,8.0,277.0
1IWQ,6.5,295.0
1IX1,6.5,297.0
1IX2,7.5,296.0
1IX3,7.0,293.0
1IX4,7.0,293.0
1IX6,7.0,293.0
1IX7,7.0,293.0
1IX8,7.0,293.0
1IXC,8.0,293.0
1IXE,5.8,293.0
1IXF,5.2,293.0
1IXK,5.0,293.0
1IXN,7.5,293.0
1IXO,7.5,293.0
1IXP,7.5,293.0
1IXQ,7.5,293.0
1IXR,8.0,293.0
1IXS,8.0,293.0
1IXV,6.5,298.0
1IXY,7.5,291.0
1IXZ,8.0,298.0
1IY0,8.0,298.0
1IY1,8.0,298.0
1IY8,6.0,288.0
1IY9,7.4,295.0
1IYD,7.5,293.0
1IYE,7.5,293.0
1IYJ,6.8,277.0
1IYK,7.5,277.0
1IYL,7.5,277.0
1IYN,8.0,277.0
1IYS,6.0,298.0
1IYW,6.5,293.0
1IYX,7.5,278.0
1IZ1,8.0,293.0
1IZ2,6.5,298.0
1IZ3,8.0,298.0
1IZ5,5.5,293.0
1IZ6,7.5,291.0
1IZC,6.5,293.0
1IZD,5.0,298.0
1IZE,5.0,298.0
1IZH,6.0,278.0
1IZI,5.0,294.0
1IZJ,6.5,293.0
1IZK,6.5,293.0
1IZL,6.5,293.0
1IZN,5.0,293.0
1IZO,6.8,293.0
1IZP,6.0,298.0
1IZQ,6.0,298.0
1IZR,6.0,298.0
1IZY,5.6,296.0
1IZZ,7.5,296.0
1J00,6.5,298.0
1J02,7.0,293.0
1J04,7.5,283.0
1J05,7.0,293.0
1J09,6.5,277.0
1J0A,6.6,293.0
1J0B,7.5,293.0
1J0C,6.6,293.0
1J0D,7.0,293.0
1J0E,7.0,293.0
1J0H,6.5,293.0
1J0I,6.5,293.0
1J0J,6.5,293.0
1J0K,6.5,293.0
1J0O,7.4,277.0
1J0P,7.4,277.0
1J0R,6.0,295.0
1J0W,7.5,277.0
1J0X,8.0,293.0
1J19,6.0,277.0
1J1B,7.5,278.0
1J1C,7.5,278.0
1J1D,8.0,293.0
1J1E,8.0,293.0
1J1F,5.6,293.0
1J1G,6.5,293.0
1J1I,5.0,293.0
1J1L,6.5,289.0
1J1M,7.0,277.0
1J1N,5.6,293.0
1J1O,7.6,293.0
1J1P,7.6,293.0
1J1Q,6.5,277.0
1J1R,6.5,277.0
1J1S,6.5,277.0
1J1T,5.5,277.0
1J1W,7.0,293.0
1J1X,7.6,293.0
1J1Y,7.5,295.0
1J22,8.0,298.0
1J23,8.0,298.0
1J24,8.0,298.0
1J25,8.0,298.0
1J2A,8.0,293.0
1J2B,5.6,300.0
1J2C,7.0,293.0
1J2L,7.0,293.0
1J2P,6.5,298.0
1J2R,5.5,293.0
1J2T,7.5,293.0
1J2U,7.5,293.0
1J2W,7.9,295.0
1J2X,6.5,277.0
1J2Y,5.8,295.0
1J30,8.0,298.0
1J32,6.5,296.0
1J34,8.0,293.0
1J35,8.0,293.0
1J36,7.5,293.0
1J37,7.5,293.0
1J38,7.5,293.0
1J3B,6.3,291.0
1J3E,6.5,293.0
1J3F,6.8,277.0
1J3H,8.0,277.0
1J3M,5.6,293.0
1J3N,5.3,295.0
1J3W,5.6,295.0
1J3Y,6.6,293.0
1J3Z,6.6,293.0
1J40,6.6,293.0
1J41,6.6,293.0
1J42,6.5,295.0
1J48,6.5,291.0
1J4G,6.5,291.0
1J4H,6.5,291.0
1J4I,6.5,291.0
1J4J,8.0,291.0
1J4N,7.5,277.0
1J4S,7.4,293.0
1J4T,7.4,293.0
1J4U,7.4,293.0
1J4X,7.0,298.0
1J51,6.5,291.0
1J54,5.8,277.0
1J55,6.5,291.0
1J58,8.0,298.0
1J5A,7.8,291.0
1J5E,6.5,277.0
1J5O,5.6,277.0
1J5S,6.8,293.0
1J5T,5.2,293.0
1J5W,7.5,293.0
1J5X,8.0,293.0
1J5Y,7.5,293.0
1J6O,5.6,293.0
1J6R,7.0,293.0
1J6U,7.5,293.0
1J6V,6.5,277.0
1J6W,6.25,285.0
1J6X,5.75,293.0
1J6Z,7.0,293.0
1J70,7.5,298.0
1J71,5.0,293.0
1J72,7.0,298.0
1J73,6.4,298.0
1J74,6.5,298.0
1J75,6.0,297.0
1J79,6.0,277.0
1J7A,5.5,277.0
1J7B,5.5,277.0
1J7C,5.5,277.0
1J7D,6.5,298.0
1J7G,7.5,277.0
1J7I,7.5,298.0
1J7L,6.5,298.0
1J7S,6.7,293.0
1J7U,7.5,298.0
1J7V,6.2,298.0
1J7W,6.7,298.0
1J7Y,6.7,298.0
1J83,7.0,298.0
1J84,7.0,298.0
1J86,7.5,293.0
1J87,5.6,293.0
1J88,5.6,293.0
1J89,5.6,293.0
1J8A,7.4,293.15
1J8F,7.0,277.0
1J8H,7.0,291.0
1J8Q,7.0,295.0
1J8T,6.8,277.0
1J8U,6.8,277.0
1J8V,7.0,277.0
1J90,6.5,287.0
1J95,7.5,293.0
1J96,5.6,298.0
1J97,7.5,298.0
1J98,8.0,290.0
1J99,7.5,298.0
1J9C,7.5,295.0
1J9E,7.0,295.0
1J9G,7.0,295.0
1J9J,7.5,298.0
1J9K,7.5,298.0
1J9L,7.5,298.0
1J9M,7.2,293.0
1J9Q,5.5,298.0
1J9R,5.5,298.0
1J9S,5.5,298.0
1J9T,5.5,298.0
1J9Y,6.5,298.0
1J9Z,7.0,293.0
1JA0,7.0,293.0
1JA1,7.0,293.0
1JA6,5.2,296.0
1JA7,5.1,296.0
1JA8,8.0,300.0
1JA9,7.4,277.0
1JAD,6.0,291.0
1JAK,6.0,298.0
1JAL,7.5,290.0
1JAT,7.5,298.0
1JAY,7.5,277.0
1JAZ,6.5,293.0
1JB0,6.4,277.0
1JB1,5.2,291.0
1JB2,6.5,291.0
1JB3,5.8,298.0
1JB4,6.5,291.0
1JB6,7.5,277.0
1JB7,6.5,282.0
1JB9,6.0,298.0
1JBB,6.0,298.0
1JBG,7.0,298.0
1JBK,7.5,298.0
1JBM,5.6,295.0
1JBO,6.1,293.0
1JBP,8.0,277.0
1JBQ,7.5,293.0
1JBR,6.5,292.0
1JBS,6.5,292.0
1JBT,6.5,292.0
1JBU,7.5,293.0
1JBW,7.4,291.0
1JBY,5.5,295.0
1JC7,5.8,298.0
1JC9,7.0,289.0
1JCC,5.6,293.0
1JCH,5.6,277.0
1JCI,6.0,277.0
1JCJ,5.5,277.0
1JCL,5.5,277.0
1JCM,5.0,293.0
1JCN,8.0,277.0
1JCQ,5.7,290.0
1JCR,5.7,290.0
1JCS,5.7,290.0
1JCT,8.0,277.0
1JD2,6.4,293.0
1JD3,7.0,297.0
1JD4,8.0,296.0
1JD7,7.0,292.0
1JD9,7.0,292.0
1JDF,8.0,277.0
1JDI,7.0,295.0
1JDJ,7.2,298.0
1JDL,7.0,298.0
1JDN,7.5,298.0
1JDP,7.5,298.0
1JDR,6.0,277.0
1JDS,7.4,291.0
1JDT,7.4,291.0
1JDU,7.4,291.0
1JDV,7.4,291.0
1JDZ,7.4,291.0
1JE0,7.4,291.0
1JE1,7.4,291.0
1JE5,7.5,298.0
1JE8,7.5,298.0
1JEC,7.5,291.0
1JED,7.5,291.0
1JEE,7.5,291.0
1JEH,7.0,298.0
1JEJ,7.5,291.0
1JEP,6.5,278.0
1JEW,7.5,298.0
1JEY,8.0,295.0
1JEZ,5.6,298.0
1JF0,5.8,277.0
1JF1,6.5,293.0
1JF2,6.0,277.0
1JF3,6.5,277.0
1JF5,6.1,298.0
1JF6,6.1,298.0
1JF7,8.0,298.0
1JF8,8.0,293.0
1JFA,6.9,277.0
1JFB,7.0,293.0
1JFC,7.0,293.0
1JFG,6.9,277.0
1JFI,5.5,293.0
1JFQ,7.5,298.0
1JFS,7.5,295.0
1JFT,7.5,298.0
1JFV,8.0,293.0
1JFX,7.0,298.0
1JG5,7.4,293.0
1JG6,7.5,291.0
1JG7,7.5,291.0
1JG8,7.0,298.0
1JGD,8.0,291.0
1JGE,8.0,291.0
1JGG,6.4,293.0
1JGJ,5.3,295.0
1JGS,5.5,290.0
1JGT,8.0,296.0
1JGU,7.5,296.0
1JGV,7.5,296.0
1JGW,8.0,298.0
1JGX,8.0,298.0
1JGY,8.0,298.0
1JGZ,8.0,298.0
1JH0,8.0,298.0
1JH1,6.0,291.0
1JH6,5.0,285.0
1JH7,5.0,285.0
1JH8,6.0,298.0
1JH9,7.5,298.0
1JHA,6.0,298.0
1JHC,7.5,293.0
1JHD,7.5,300.0
1JHE,5.6,293.0
1JHF,6.8,293.0
1JHH,6.8,293.0
1JHJ,7.2,291.0
1JHM,6.0,298.0
1JHN,7.5,277.0
1JHO,6.0,298.0
1JHP,6.0,298.0
1JHQ,6.0,298.0
1JHR,6.0,298.0
1JHT,6.5,293.0
1JHU,6.0,298.0
1JHV,6.0,298.0
1JHW,7.0,298.0
1JHX,6.0,298.0
1JHY,6.0,298.0
1JHZ,7.6,298.0
1JI0,6.5,298.0
1JI1,6.5,298.0
1JI2,6.1,298.0
1JI3,6.8,290.0
1JI4,5.6,293.0
1JI5,5.6,293.0
1JI6,7.0,273.0
1JI7,8.0,298.0
1JIB,6.0,292.0
1JID,5.6,291.0
1JIE,5.6,298.0
1JIF,6.0,298.0
1JIG,5.6,293.0
1JIH,6.5,277.0
1JII,7.25,298.0
1JIJ,7.25,298.0
1JIK,7.25,298.0
1JIL,7.25,298.0
1JIQ,6.5,293.0
1JIR,6.0,295.0
1JIU,7.5,291.0
1JIV,7.5,291.0
1JIW,5.6,291.0
1JIX,7.5,291.0
1JJ2,5.8,292.0
1JJ7,6.5,277.0
1JJ9,6.0,291.0
1JJB,5.8,298.0
1JJC,7.8,277.0
1JJH,6.8,298.0
1JJI,7.5,293.0
1JJK,7.0,290.0
1JJO,6.1,293.0
1JJU,5.6,293.0
1JJV,7.0,300.0
1JK1,8.0,298.0
1JK2,8.0,298.0
1JK3,6.4,273.0
1JK4,7.5,277.0
1JK6,6.5,291.0
1JK7,8.0,293.0
1JK9,6.0,298.0
1JKE,5.0,279.0
1JKG,6.8,291.0
1JKH,5.0,277.0
1JKJ,7.4,294.0
1JKX,7.4,295.0
1JL0,8.0,277.0
1JL1,8.0,295.0
1JL2,8.0,298.0
1JL5,6.0,300.0
1JL7,6.5,277.0
1JL8,6.0,292.0
1JLA,5.0,277.0
1JLH,7.5,291.0
1JLL,7.6,294.0
1JLN,7.0,293.0
1JLR,5.6,278.0
1JLS,5.0,298.0
1JLU,8.0,277.0
1JLW,6.2,298.0
1JM0,7.5,277.0
1JM1,7.0,293.0
1JM6,7.0,293.0
1JMA,8.0,291.0
1JMB,7.5,279.0
1JME,6.5,277.0
1JMK,7.5,295.0
1JML,6.5,298.0
1JMO,7.4,298.0
1JMS,6.0,290.0
1JMT,5.3,277.0
1JMU,7.0,298.0
1JMV,6.5,277.0
1JMW,8.0,298.0
1JMY,6.7,293.0
1JN1,6.5,295.0
1JN3,7.5,298.0
1JN4,5.5,289.0
1JN5,6.8,291.0
1JN6,7.0,298.0
1JNB,8.0,292.0
1JND,5.0,277.0
1JNE,7.0,298.0
1JNF,5.4,279.0
1JNH,7.0,298.0
1JNI,5.5,296.0
1JNM,7.5,298.0
1JNQ,5.3,296.0
1JNU,8.0,293.0
1JNV,7.2,298.0
1JNW,7.0,298.0
1JNY,5.6,277.0
1JO0,8.0,298.0
1JO8,8.0,298.0
1JOB,6.5,295.0
1JOD,6.5,295.0
1JOF,5.7,277.0
1JOG,8.0,294.0
1JOP,7.5,295.0
1JOS,7.3,293.0
1JOU,5.6,298.0
1JOW,8.0,295.0
1JP3,7.5,298.0
1JP4,6.5,293.0
1JP5,5.5,292.0
1JP6,6.0,298.0
1JP7,7.4,291.0
1JP8,6.0,298.0
1JP9,6.0,298.0
1JPB,6.0,298.0
1JPD,5.0,293.0
1JPF,6.4,277.0
1JPG,6.4,277.0
1JPH,6.5,298.0
1JPI,6.5,298.0
1JPJ,8.0,277.15
1JPK,6.5,298.0
1JPM,5.25,293.0
1JPP,6.2,293.0
1JPR,6.0,298.0
1JPS,7.5,277.0
1JPV,7.4,291.0
1JPW,5.5,295.0
1JPY,5.6,292.0
1JPZ,6.0,277.0
1JQ6,7.2,294.0
1JQ7,7.5,294.0
1JQ8,6.5,298.0
1JQ9,6.5,298.0
1JQC,6.0,298.0
1JQD,5.6,289.0
1JQF,7.4,291.0
1JQG,5.5,291.0
1JQI,7.0,292.0
1JQJ,7.5,294.0
1JQK,7.5,298.0
1JQL,8.0,294.0
1JQN,8.0,293.0
1JQO,7.5,293.0
1JQP,7.5,298.0
1JQU,6.75,277.0
1JQW,8.0,290.0
1JQZ,5.8,283.0
1JR1,5.8,298.0
1JR2,6.5,277.0
1JR3,7.5,294.0
1JR4,5.5,293.0
1JR8,6.2,293.0
1JR9,6.5,281.0
1JRA,6.2,293.0
1JRG,7.0,295.0
1JRK,6.2,293.0
1JRL,6.5,298.0
1JRO,8.0,295.0
1JRP,8.0,295.0
1JRQ,7.4,291.0
1JRR,7.5,292.0
1JRX,7.5,277.0
1JRY,7.5,277.0
1JRZ,7.5,277.0
1JS1,8.0,298.0
1JS2,8.0,293.0
1JS3,6.5,298.0
1JS4,5.8,277.0
1JS6,6.5,298.0
1JS9,5.2,296.0
1JSC,5.8,291.0
1JSD,7.5,298.0
1JSH,7.5,298.0
1JSI,7.5,298.0
1JSM,7.5,298.0
1JSN,7.5,298.0
1JSO,7.5,298.0
1JSS,6.5,277.0
1JSV,7.3,277.0
1JSX,5.6,277.0
1JSY,7.2,298.0
1JT0,7.5,298.0
1JT1,Error,Error
1JT2,7.5,291.0
1JT3,7.5,283.0
1JT4,7.5,298.0
1JT5,7.5,283.0
1JT6,7.5,298.0
1JT7,7.5,283.0
1JT9,7.0,298.0
1JTA,7.0,295.0
1JTC,7.5,298.0
1JTD,6.4,293.0
1JTH,6.5,294.0
1JTM,7.0,298.0
1JTN,6.8,298.0
1JTO,6.4,300.0
1JTP,5.6,300.0
1JTQ,8.0,296.16
1JTT,5.6,300.0
1JTU,8.0,296.0
1JTV,7.5,300.0
1JTX,7.5,298.0
1JTY,7.5,298.0
1JTZ,7.5,293.0
1JU2,7.5,295.0
1JU3,7.5,295.5
1JU4,7.5,295.5
1JU6,6.5,296.0
1JU9,7.0,277.0
1JUF,7.5,291.0
1JUJ,6.5,296.0
1JUM,7.5,298.0
1JUO,7.0,298.0
1JUP,7.5,298.0
1JUS,7.5,298.0
1JUT,8.0,296.0
1JV1,5.7,293.0
1JV2,6.0,277.0
1JV3,5.7,293.0
1JV4,6.5,291.0
1JV5,7.0,300.0
1JV6,5.6,293.0
1JV7,5.6,293.0
1JVA,6.2,293.0
1JVB,6.3,295.0
1JVD,5.7,293.0
1JVG,5.7,293.0
1JVJ,8.0,295.0
1JVM,7.5,293.0
1JVN,6.5,298.0
1JVP,7.6,293.0
1JVQ,7.0,298.0
1JVS,5.6,277.0
1JVT,5.0,298.0
1JVU,5.0,298.0
1JVV,5.0,298.0
1JVW,7.5,277.0
1JVX,6.2,277.0
1JVY,6.2,277.0
1JVZ,5.5,290.0
1JW0,5.5,290.0
1JW1,8.0,277.0
1JW4,6.2,298.0
1JW6,5.45,300.0
1JW9,7.5,295.0
1JWA,7.5,295.0
1JWB,7.5,295.0
1JWF,7.5,293.0
1JWG,7.5,293.0
1JWJ,5.0,277.0
1JWK,6.0,277.0
1JWL,7.5,295.0
1JWN,7.5,296.0
1JWP,8.0,295.0
1JWV,8.0,295.0
1JWX,6.5,277.0
1JWZ,8.0,295.0
1JX0,7.5,277.0
1JX1,8.0,277.0
1JX4,7.0,293.0
1JX7,5.5,295.0
1JX9,7.2,277.0
